melt_off_glacier,melt_on_glacier,liq_prcp_off_glacier,liq_prcp_on_glacier
0.03760878295443004,5.3669410419754,0.0030697624484601568,0.1656943684730384
0.04309331683946899,5.385317434728132,0.0035570101538470755,0.1664502154989769
0.050618264802424,5.400558960096453,0.004255094060536248,0.1670475598482436
0.05839810079524523,5.416604644975369,0.00497706479546237,0.16767300932718943
0.0664473583136191,5.433429319312743,0.005724595049701939,0.1683258442873026
0.07477501378563506,5.450170233109705,0.006499401262593388,0.16900512186095618
0.08503493133569519,5.4620218216017955,0.0074754769791606866,0.16949796896328156
0.09556157517426689,5.473495483435975,0.008477729172566685,0.16997849803584708
0.10635690561768295,5.484579806683665,0.00950733191472962,0.17044563086287362
0.11742390888754138,5.493004510605659,0.010565409922912283,0.1708982898866283
0.13035558405569003,5.498112845512816,0.011820202247144808,0.1711670401027715
0.1435312651918428,5.50286717242355,0.01310156651451481,0.17142160412277715
0.1569491101011809,5.506704199862892,0.014410512403945423,0.17166098326995116
0.171883532759372,5.50662540094508,0.01588135335366509,0.17175038948898153
0.1870321382917432,5.506232916159573,0.017377753160411687,0.17182520322333503
0.20239725343062206,5.505274484026819,0.018900646059296738,0.17188434067029837
0.2190693677570211,5.500705886892359,0.02056507653534008,0.1718127547141143
0.23593094251615446,5.495835411296754,0.022253763011990314,0.1717265917814931
0.25298204230368365,5.489927878007458,0.023967578282380636,0.17162502841782393
0.27116959640090604,5.481310456753379,0.025806101210982278,0.17140817327775132
0.2895166101683172,5.47235728234333,0.027667021561904558,0.1711777240743579
0.30802090261963994,5.461022409681834,0.029551082556902936,0.17093295543594053
0.3276972163994703,5.448018844511234,0.03156401106280394,0.17056668323951762
0.34749908360605825,5.433148274475752,0.03359682074987573,0.17018780899138844
0.3687932653594252,5.415018964099375,0.0357920736685987,0.16965316254084484
0.3901703666955589,5.39655853919127,0.0380039473073038,0.16910771245833342
0.41163206514274575,5.37584428204395,0.040232758487895884,0.16855112147731763
0.4345297491176858,5.35563548746131,0.04261848236419691,0.16784250527165892
0.4557132397307276,5.337542326404955,0.04483414745463524,0.16730960357461513
0.47699128043244426,5.317859138183908,0.04706751788530691,0.16676474202551453
0.4996516545193083,5.294927367481912,0.04945263295228771,0.1660730209031655
0.522364428745433,5.271682376298029,0.051851954235159384,0.16537120582073742
0.5451403761483532,5.249589727419782,0.054265871187524406,0.16465908530700962
0.5673940843036731,5.2276083641335385,0.056633034020486424,0.16399849768789246
0.5897082995723923,5.205302018129504,0.059014990927361975,0.1633275027212082
0.6120854727519597,5.182653406817108,0.06141216357063514,0.16264535246225534
0.6345248195184817,5.158355712208103,0.06382489796140645,0.16195177749593823
0.6564145289203457,5.136971384704306,0.06618822231728469,0.16131086722023863
0.6783599314091131,5.11512160013155,0.06856720202918663,0.16065857107656953
0.7014339626051617,5.0896061850941745,0.07107388181362653,0.1598830552957335
0.72452905471748,5.066067358917994,0.0735923757706813,0.159099106021241
0.7460669205043393,5.043858007716488,0.07595573981191621,0.15847440576794927
0.7686189678988148,5.019441488305373,0.07843687642159064,0.15773580524572786
0.7912025363654264,4.993861277087435,0.08092999881350427,0.1569882862792387
0.8135554761141369,4.96964450155532,0.08340985110626792,0.1562566823259307
0.8359339183621118,4.942927503449203,0.08590140164030091,0.15551687797642907
0.8593101656322323,4.913868477622716,0.08850812895719683,0.15466415383616464
0.8826934011849431,4.885549521105132,0.09112413096352034,0.15380344361342363
0.9071472368474178,4.853570085780861,0.09386268197688492,0.15282150076155857
0.9315421191076377,4.821154746281226,0.09660311517441697,0.15183775732952598
0.9559986823283138,4.788615231219352,0.09935722951537909,0.1508398625147551
0.9803888589443335,4.754140541415115,0.10211297030215169,0.14983955702628224
1.005763062012655,4.72007985793264,0.10497821661428061,0.14872788582736843
1.0300447252997413,4.685038555223013,0.10773532989460118,0.14772376451853464
1.0552743517440992,4.65035865196831,0.11059950361339856,0.14661097430250467
1.0790691998804423,4.617023569529258,0.11331861319160928,0.14564199066641811
1.103705116401019,4.582213986031464,0.11613328078717386,0.14457599780240543
1.1283072694851983,4.548913451646223,0.11894481256061958,0.14351158048403137
1.1523354339569798,4.515558072979416,0.12170781607432819,0.14249474964942146
1.1763526511311793,4.482219674399117,0.12446739380081712,0.14147978254291985
1.2002682135961518,4.449124037921676,0.12722321115898694,0.14046705505665721
1.22370736595814,4.416951858828375,0.12994018683300512,0.13949153838917203
1.2471622705863072,4.384818459781502,0.13265331498377503,0.13851845196717708
1.270515318444679,4.351727312753413,0.1353620867254598,0.13754821171973866
1.293469457106249,4.32059108498892,0.1380379952477567,0.1366089651825452
1.316449972679158,4.28951986381619,0.14070938048601955,0.13567338768521114
1.339318297092114,4.2568146738543025,0.14337567112427407,0.13474208687012043
1.3629057344547557,4.225307945886734,0.14612636894366107,0.13372432704485135
1.3854584955677567,4.194412282670933,0.14876021380187038,0.13282200725459165
1.408721602144441,4.16184604244505,0.151475918285929,0.131836163523054
1.430928379250894,4.132300798306354,0.15407002259841623,0.13096948285907697
1.4538747281251327,4.1005962950599155,0.15674987983676644,0.1300154409600605
1.4768511009689091,4.069882238375841,0.15941965984945164,0.12906921667032123
1.4996091668409943,4.03882513428225,0.16207444012518313,0.12813645049958503
1.5224173943559611,4.009414820006102,0.16471925430748224,0.12721211070087882
1.5440572880748298,3.9804782154963037,0.16724540842144128,0.12640562673219394
1.5663938046531862,3.9528663399889585,0.1698548791492228,0.1255140498953048
1.5878348090094996,3.9277930819969544,0.17235046048599004,0.12473604377208934
1.608060585227136,3.903373315536266,0.17472328493758021,0.12408129423240304
1.6280295866851002,3.8812980938560044,0.17707968229197468,0.1234434581463413
1.6481881065194242,3.8601435718707457,0.17943459070595383,0.12280889241370789
1.6675180078385032,3.8405906564473034,0.18171243268489282,0.12225402273744455
1.686883385048667,3.8229505390513197,0.18398887115376056,0.12170355128849336
1.7060064345576047,3.803919866668657,0.18625739742085737,0.12116460069253264
1.7253240337099172,3.786003666111272,0.18852486363700097,0.12062929465055344
1.7447220769008864,3.766457073796764,0.19081916718028633,0.12007018535511917
1.7644132785829267,3.7459035961335494,0.19311265078881,0.11951470573999613
1.784442481957675,3.7238705933219425,0.19546298175713722,0.11890524276336027
1.8063678125326839,3.697452601740775,0.19799245228080148,0.11811898781971276
1.829487998456087,3.6687537017215575,0.20060749536372155,0.1172485468720532
1.8531355854644094,3.640131086669901,0.20322033725200414,0.11638106621580684
1.8766550743375066,3.6119786181734974,0.20583008046073387,0.1155171804601631
1.9006606646577335,3.5811469478405336,0.20852090204936358,0.11457326853387513
1.9251885770607675,3.550398861677888,0.21120918488416565,0.11363236328937508
1.9495729111074085,3.521070284243305,0.2138938849301198,0.11269540570404012
1.9729259178136251,3.4907445495729235,0.21647935199599197,0.11185913526701895
1.9976329922320903,3.4575268650035977,0.2192546356156495,0.11083359272971646
2.023059176460651,3.42613195434592,0.22202627458323743,0.10981158213860824
2.0475025337316386,3.39439593322249,0.22470343384491698,0.10888508203754031
2.0733443235162037,3.3590811146316795,0.22757895912339715,0.10776123871960724
2.099202480750653,3.3257645688872333,0.2303628970985907,0.10672907496113314
2.124771958928288,3.29298506972705,0.23314538223051035,0.1056989824369914
2.149335375812813,3.260247824156727,0.23583389612005662,0.10476381826152749
2.1752959767834064,3.2242032219644914,0.238730832963611,0.1036209259771016
2.201329701900921,3.1906164459055346,0.24152914425858207,0.10257675932977504
2.2270412543678475,3.1570433045978623,0.24432854530405337,0.10153264811229543
2.252630750464892,3.1231656987875605,0.24712827852953237,0.10048923020747783
2.279052014314693,3.0859672063109476,0.2500541241007767,0.09932080560482737
2.3063489024091512,3.0487609871590187,0.2529811287162365,0.09815169901837836
2.333490042670036,3.0134055783403983,0.2559086482063074,0.09698265624014706
2.359573010326312,2.9793061202386535,0.25873396575067625,0.09591728288370477
2.3852740243221175,2.9430469157940338,0.2615615662624899,0.09485107857379108
2.4122151716180755,2.9038299619099748,0.26456276353196473,0.09361140171799089
2.440152763918002,2.864569540441648,0.2675674978508403,0.09236863181287412
2.4670819399058304,2.828255348197581,0.2704730606619694,0.09122594777260423
2.493613699151025,2.793057141774807,0.27338365611871634,0.09007969310683939
2.5188616404124207,2.758090638255076,0.2761643661686621,0.08906521957284079
2.545274154343431,2.7221058987265083,0.2791543308052271,0.08784326182628577
2.571520142441431,2.6889994966330075,0.28199701784902476,0.08677087252606618
2.5956421857241763,2.660640573897755,0.28466764667679656,0.08587379063498028
2.6175120711340507,2.6370048761420737,0.2871642839784006,0.08515494440044344
2.6386218681827813,2.610489138196572,0.28967224814359843,0.0844305943836964
2.6613476283197177,2.581220743924215,0.2923933322537687,0.08349753335000315
2.683725824396343,2.55659140805441,0.2949410207124933,0.08274246809401534
2.705134895341963,2.531322262683784,0.2974627959749934,0.08196312716672806
2.726540556228263,2.504018506754917,0.2999583143547439,0.08115931566491319
2.749636552342397,2.473949571907431,0.3026365687767872,0.08012064463463502
2.772493104193624,2.446233802793778,0.30509449501346,0.0792501046507086
2.7944707529218484,2.4149609672323464,0.3075241187367861,0.0783557001596219
2.8181481574410943,2.381133311098892,0.3101383572115696,0.07722256641992993
2.841706766301604,2.351114532422423,0.3125217271583374,0.07626621290814069
2.864254898559399,2.3204918828429633,0.3148750147641382,0.07528652204524823
2.8867789667213692,2.287138691819926,0.31719778821735484,0.07428337241378437
2.910999127773634,2.2512486443876805,0.31970452830009544,0.07304112430976492
2.935253758712617,2.218608834810953,0.32197043099239053,0.07198495745264953
2.9583753587267614,2.1853874113277167,0.3242040028024819,0.07090658368975075
2.9814507117325526,2.151583837118768,0.3264045295783326,0.0698057939709988
3.0044704856906477,2.119185886376477,0.3285716286327844,0.06868261986477331
3.0256689667704593,2.0898304405850694,0.33048810361710995,0.06775474220127821
3.0472467559330463,2.0545460341018105,0.3325812061353569,0.06659473941567605
3.0707080538840454,2.018700541481365,0.33463909850463064,0.06541321357131843
3.0941227665515365,1.982295742740739,0.336661254792862,0.06421034712972096
3.117486562230647,1.947681499649789,0.3386470829185877,0.06298620366439434
3.1391164757212233,1.916330790110105,0.3403884535660542,0.06194956275148404
3.1594854467965985,1.8844448276050823,0.3420930715383274,0.06089246631586192
3.1798158848430536,1.852023627277591,0.34376041533273244,0.05981483863315161
3.2001093602112562,1.8190675825638498,0.34539015624475516,0.05871698704686263
3.220359599596032,1.7875618929112131,0.34698185868498527,0.05759890820595646
3.240458976450629,1.7536931008482686,0.3485348369298007,0.056461252187922424
3.2612889514979306,1.719304897373508,0.35004840964811007,0.05530400102033667
3.2820695427342645,1.684397089943871,0.3515219789610787,0.05412675793375806
3.3028064151747745,1.6489708240847558,0.352954949536697,0.05292975284071768
3.3234865827684046,1.6157695048005567,0.3543466169142648,0.05171332789326283
3.342460925147819,1.5853195684780583,0.3554945365058172,0.0506808992454303
3.360152048783595,1.5543744685617267,0.3566006044145814,0.04963004507904406
3.3779689659617653,1.5234261378915386,0.3577019397939701,0.04857904863948141
3.3957092583116597,1.4938712819856594,0.3587984200106943,0.047527979094430774
3.4116735612516282,1.4691455948624628,0.35968030433327264,0.046687095211082115
3.426183756740392,1.4444129081303136,0.3605586696434953,0.045846022157916354
3.4406358507876917,1.422610380564609,0.361433429447889,0.04500481080466958
3.453313631984451,1.4042370016689087,0.36209093838389367,0.04437829475483816
3.464366136719885,1.3858552330104517,0.36274607354011235,0.04375168794893266
3.47537789601893,1.3674656257284352,0.3633987807291312,0.043125038229060865
3.4863485673763095,1.3511964615277483,0.36404900464601453,0.04249837791932223
3.4955718735084247,1.3391792935999784,0.3644815441776317,0.04208754646591319
3.502977110719664,1.3271560577477959,0.36491264880331664,0.04167651675031522
3.5103571551344195,1.3151267517523835,0.3653422843178712,0.04126530621150677
3.5177253419618215,1.3030916345413295,0.3657704166225281,0.04085393112767313
3.525085841992464,1.2910510966413173,0.3661970117669243,0.04044240670906172
3.53242052182686,1.2798182960301903,0.36662203591619424,0.040030747275830586
3.538091169403128,1.2739511803432668,0.36683511259285284,0.039829594761402264
3.541833686790649,1.268082466898132,0.3670475462269934,0.039628261023909025
3.545564724317222,1.262211518940848,0.36725932109425713,0.03942675132974564
3.549284156327654,1.2563379436729412,0.36747042496187243,0.039225114452075334
3.5529918456815475,1.2504615074823662,0.36768085007999357,0.03902344625062867
3.5566876613171945,1.2445822560841533,0.36789058132836494,0.03882175660076345
3.5603714674199023,1.238700316272867,0.36809960360163957,0.03862005496027642
3.5640431284091245,1.232815847222303,0.3683079018856223,0.03841835031706082
3.5677025090898895,1.2274312724141825,0.36851546132188706,0.038216651141639614
3.569798821765189,1.227406339788077,0.36851971628405594,0.03821768582880416
3.5698569061983885,1.227385841398309,0.3685240193066182,0.038218696649146996
3.569915398338424,1.2273695976882883,0.36852837282052775,0.03821968322092297
3.569974335070643,1.2273573990573199,0.3685327793996171,0.03822064500488295
3.5700337524665566,1.2273490128232614,0.36853724175690666,0.038221581298259956
3.570093685798621,1.227344189269959,0.36854176274431427,0.0382224912283526
3.570154169560383,1.2273426665306728,0.36854634537228087,0.0382233740277843
3.570215237479688,1.227344174194374,0.36855099286012627,0.03822422975814614
3.570276922729516,1.2273484391491394,0.3685557085108532,0.03822505703026754
3.570339257948539,1.2273551871969404,0.36856049579655853,0.038225854251115965
3.570402274715857,1.2273641383551275,0.36856535900825976,0.03822662654451878
3.5704660026361763,1.226422334053661,0.36857030431220783,0.03822739645180184
3.5721182795862965,1.2215045420339157,0.3687856162073549,0.03801749215818068
3.5761332818426426,1.2166468278263576,0.3690007015381406,0.03780749442182633
3.580144033268389,1.2118420103821463,0.3692155721155129,0.03759741144185916
3.584150781073848,1.2070834632616159,0.3694302380973683,0.0373872505654221
3.5881553905806656,1.202365165816074,0.36964470812212846,0.037177018338603866
3.5921711809692556,1.1976817143615461,0.36985898944866824,0.03696672057141924
3.596183529319351,1.1930283058655449,0.3700730880952253,0.036756362409581265
3.6001925711791443,1.18840070421393,0.37028700897223704,0.0365459484080036
3.6041984206992854,1.1837951966190967,0.3705007560059707,0.03633548260268832
3.60820117274024,1.1792085366493013,0.37071433225126277,0.03612496857893621
3.6122009060318567,1.174637910029665,0.3709277399905962,0.03591440953360597
3.616197684498711,1.1700808836340473,0.371140980825088,0.03570380833398979
3.6201915591748057,1.1655353586099058,0.371354055753653,0.035493167570782434
3.6241825699338417,1.1609995293876476,0.37156696524131716,0.035282489605529516
3.628170744148318,1.1564718002295025,0.3717797092780376,0.035071776613220106
3.6321561052350657,1.1519508301986394,0.3719922874153096,0.0348610306169704
3.6361386680153593,1.1474354849802983,0.3722046988174827,0.03465025352491307
3.640118440064618,1.142924797837232,0.37241694230085526,0.034439447162067274
3.64409542334376,1.1384179468821827,0.37262901636273976,0.03422861329819737
3.6480696148984277,1.1339142352365863,0.3728409192048887,0.03401775367315834
3.6520410074550607,1.129413073765144,0.37305264875184263,0.033806870020150044
3.656009589926009,1.124913966093296,0.37326420266468224,0.03359596408727148
3.659975347834501,1.1204164956387654,0.37347557835059614,0.0333850376577365
3.6639382636690256,1.11592031441554,0.3736867729686041,0.033174092569083685
3.6678983171754678,1.111425133396554,0.3738977834317176,0.03296313073168839
3.671855485594304,1.1069307142483586,0.3741086064057605,0.03275215414686165
3.6758097438492014,1.102436862276242,0.3743192383050276,0.032541164924801344
3.679761064692545,1.0979434204409695,0.374529675284914,0.0323301653026428
3.683709418812706,1.0934502643280963,0.3747399132316129,0.03211915766284063
3.6876547755423186,1.0889573048986139,0.3749499471139241,0.031908137620826636
3.691597103940017,1.0854171595255926,0.37515976992850125,0.03169708333217964
3.693948562696579,1.085854745487515,0.37515909624384947,0.0316966672735453
3.6939349701472715,1.0862337070218517,0.3751585181888875,0.03169630932045148
3.6939232952131587,1.0865609583475082,0.3751580228331349,0.031696001885828426
3.693915161206362,1.0867893188502378,0.37515767792920557,0.03169578769656108
3.69390801192945,1.0869908453802133,0.3751573753350592,0.03169559944955034
3.693901731591095,1.0871684701350035,0.37515710993240814,0.03169543409181423
3.6938962165057063,1.0873248841315681,0.37515687717717644,0.03169528888996038
3.6938913743061197,1.087462531132187,0.37515667305000405,0.03169516140942764
3.693887123049791,1.0875836122159783,0.37515649400620565,0.031695049490820984
3.6938833902851598,1.0876900971726609,0.37515633692712136,0.03169495122518151
3.693880112124194,1.0877837399101982,0.3751561990740813,0.03169486492943516
3.6938772323511544,1.0878660958882562,0.3751560780456816,0.03169478912281972
3.6938747015858113,1.0879385402185424,0.37515597173869847,0.03169472250476993
3.6938724765109305,1.0880022855380727,0.37515587831271474,0.03169466393451491
3.6938705191680223,1.0880583990954926,0.37515579615837097,0.03169461241248919
3.6938687963214654,1.0881078187248854,0.37515572386905305,0.031694567063556174
3.693867278888618,1.0881513675422312,0.3751556602157707,0.03169452712197833
3.693865941432053,1.088189767307174,0.3751556041249567,0.03169449191802994
